Customer id,Recency,Frequency,Monetary,Category_Books,Category_Clothing,Category_Electronics,Category_Groceries,Mall_CYB,Mall_MK,Mall_ST,Age_scaled
C00023,146.0,1.0,3701.61,0.0,0.2509097392756125,0.7490902607243876,0.0,0.0,0.0,1.0,0.09305905890605537
C00024,148.0,3.0,6723.889999999999,0.1010783936084618,0.08520514166650556,0.4921288123392858,0.025747000620176715,0.3333333333333333,0.0,0.0,-0.9127740872088288
C00025,234.0,3.0,9049.02,0.0,0.25107249182784436,0.531003357269627,0.01515523227929654,0.0,0.0,0.3333333333333333,-1.04688517335748
C00026,141.0,4.0,12527.78,0.1299958971182444,0.20846710271093524,0.45733561732405903,0.03068460653044674,0.0,0.5,0.25,1.4341699203925675
C00027,30.0,5.0,14832.4,0.0462871821148297,0.21949448504625013,0.5984324856395459,0.020116771392357274,0.4,0.2,0.0,-0.17516311339124707
C00028,536.0,4.0,9002.29,0.11065739939504281,0.1695968470244793,0.5734107654830048,0.05188568686412013,0.25,0.25,0.25,0.09305905890605537
C00029,239.0,1.0,2437.23,0.16937671044587502,0.774354492600206,0.0,0.056268796953918995,0.0,1.0,0.0,1.7694476357641957
C00030,218.0,3.0,6549.46,0.050285061669206314,0.13447520864315532,0.711994576652121,0.0,0.3333333333333333,0.0,0.6666666666666666,-1.4492184318034338
C00031,75.0,5.0,6640.620000000001,0.19949944432899339,0.5110230671232505,0.0,0.020651686137740145,0.2,0.2,0.2,-0.9127740872088288
C00032,314.0,1.0,1148.56,0.143231524691788,0.0,0.6542366093194957,0.2025318659887163,0.0,0.0,1.0,-0.711607457985852
C00033,145.0,2.0,4889.92,0.015063641122963156,0.19009308945749623,0.7478977161180551,0.0,0.5,0.5,0.0,0.3612812312033578
C00034,721.0,1.0,1420.9499999999998,0.0,0.9835321439881769,0.0,0.016467856011823073,0.0,0.0,0.0,1.7694476357641957
C00035,76.0,2.0,5557.34,0.0,0.41402001677061334,0.47862466575735885,0.0,0.0,0.5,0.5,-1.1809962595061312
C00036,227.0,4.0,4797.3,0.3542325891647385,0.4440039188710316,0.0,0.09648135409501178,0.5,0.0,0.5,-1.2480518025804568
C00037,40.0,3.0,4039.58,0.0,0.6772387228375227,0.0,0.06789814782724936,0.6666666666666666,0.3333333333333333,0.0,1.6353365496155445
C00038,10.0,1.0,905.9100000000001,0.44247221026371275,0.0,0.0,0.0,0.0,0.0,0.0,0.5624478604263347
C00039,432.0,7.0,10967.470000000001,0.15544879539219164,0.4690626005815379,0.14001861869692828,0.06832934122454859,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2271701450547066
C00040,112.0,2.0,5740.389999999999,0.0,0.5507691986084569,0.37574450516428326,0.07348629622725981,0.0,0.5,0.0,1.7694476357641957
C00041,446.0,1.0,1002.65,0.49626489802024637,0.0,0.0,0.0,0.0,0.0,1.0,-0.4433852856885495
C00042,96.0,3.0,6848.2300000000005,0.0180820445574988,0.26587015915061263,0.5429767983844,0.011623441385584302,0.3333333333333333,0.0,0.3333333333333333,-1.1139407164318056
C00043,117.0,3.0,3397.44,0.19205931524912875,0.5427056842799284,0.0,0.11657306677969295,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4283367742776834
C00044,490.0,2.0,2192.5299999999997,0.36564151915823273,0.17363958531924303,0.0,0.0,0.5,0.5,0.0,-0.4433852856885495
C00045,249.0,2.0,6730.610000000001,0.1899025496946042,0.20225507049138192,0.4531773494527242,0.0,0.5,0.0,0.5,0.6965589465749858
C00046,191.0,3.0,6202.200000000001,0.06462868014575474,0.186475766663442,0.5071361774854084,0.08369288317048788,0.3333333333333333,0.3333333333333333,0.0,1.1659477480952651
C00047,729.0,1.0,2008.17,0.0,0.6811574717279912,0.0,0.06829103113780206,1.0,0.0,0.0,1.4341699203925675
C00048,49.0,4.0,4822.97,0.08034675728855872,0.7632786436573316,0.0,0.056869522306794366,0.25,0.0,0.5,0.4283367742776834
C00049,292.0,3.0,7718.79,0.06926085565224602,0.29376754646777536,0.5010720592217174,0.017767033433996778,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5104408287628751
C00050,54.0,2.0,3845.31,0.0712452312037261,0.2460477828835647,0.4339103999417473,0.09906873568060835,0.5,0.0,0.5,0.3612812312033578
C00051,492.0,1.0,1721.07,0.0,0.6098066900242292,0.0,0.0,0.0,1.0,0.0,-0.4433852856885495
C00052,130.0,2.0,6996.18,0.0,0.22931371119668162,0.7505810313628294,0.0,0.0,0.0,0.0,0.4283367742776834
C00053,130.0,2.0,8516.81,0.015377823386925386,0.30098475837784333,0.6310637433499162,0.052573674885315044,0.5,0.0,0.0,-1.5162739748777594
C00054,155.0,4.0,6262.53,0.0640060806095939,0.8115474097529274,0.0,0.04379699578285453,0.5,0.25,0.0,0.8977255757979627
C00055,114.0,5.0,5711.04,0.15147328682691769,0.14023540370930687,0.33708046170224687,0.07933231075250742,0.2,0.4,0.0,1.031836661946614
C00056,402.0,2.0,5699.65,0.06500574596685761,0.1548410867333959,0.7325379628573684,0.04761520444237803,0.0,0.0,0.0,-1.3821628887291082
C00057,695.0,1.0,3934.13,0.0,0.3476956785871336,0.6174452801508847,0.03485904126198168,0.0,0.0,0.0,1.031836661946614
C00058,0.0,5.0,12001.25,0.13256119154254767,0.22336006665972294,0.4288228309551088,0.01142714300593688,0.0,0.2,0.8,0.026003515831729752
C00059,38.0,2.0,4782.41,0.05295029075298856,0.3306471005204489,0.4595089086882973,0.06289506754962457,0.0,0.5,0.0,-1.5162739748777594
C00060,66.0,4.0,11098.64,0.07286838747810542,0.2925574665004,0.5289170565042203,0.07126548838416238,0.25,0.5,0.0,0.09305905890605537
C00061,698.0,1.0,2405.0699999999997,0.0,0.9429787906381104,0.0,0.057021209361889674,0.0,0.0,0.0,1.1659477480952651
C00062,23.0,3.0,3916.8,0.0,0.349234068627451,0.34937704248366014,0.24425040849673202,0.0,0.0,0.3333333333333333,-0.5774963718372007
C00063,256.0,4.0,6957.07,0.09584638360689199,0.26978455010514485,0.2602273658307305,0.01971232142266787,0.0,0.25,0.5,1.2330032911695907
C00064,179.0,3.0,6659.63,0.2333387890918865,0.07572642924606922,0.5096544402616962,0.0,0.3333333333333333,0.0,0.3333333333333333,1.367114377318242
C00065,269.0,3.0,4502.66,0.0,0.7466764090559802,0.22286603918572578,0.030457551758293983,0.6666666666666666,0.3333333333333333,0.0,0.8306700327236372
C00066,147.0,3.0,4103.45,0.09164970939087841,0.12123700788361014,0.5031863431990156,0.07401576722026589,0.3333333333333333,0.3333333333333333,0.0,-0.711607457985852
C00067,8.0,5.0,6307.28,0.11055161654469121,0.21687320049212974,0.2890501135196154,0.08202743496404155,0.2,0.4,0.0,1.0988922050209395
C00068,589.0,1.0,285.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7786630010601776
C00070,23.0,4.0,7101.950000000001,0.14798189229718597,0.28395440688824897,0.2996050380529291,0.01931018945500883,0.25,0.0,0.75,0.16011460198038097
C00071,264.0,4.0,4279.8,0.060638347586335815,0.4061544932006169,0.19401841207533066,0.07348941539324268,0.25,0.25,0.25,-0.3763297426142239
C00072,85.0,3.0,11222.6,0.0,0.1658875839823214,0.7271193840999411,0.04697218113449646,0.0,0.0,0.0,1.6353365496155445
C00073,139.0,3.0,6371.5599999999995,0.0464124955269981,0.212918029493562,0.495505025456874,0.13525259120215458,0.0,0.3333333333333333,0.3333333333333333,-1.2480518025804568
C00074,74.0,1.0,687.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2480518025804568
C00075,59.0,5.0,14896.87,0.0,0.3479596720653399,0.5766258281102004,0.01841192143047499,0.4,0.6,0.0,-0.7786630010601776
C00076,545.0,2.0,3020.65,0.0,0.4528429311572013,0.27489447635442704,0.04540082432589012,0.0,1.0,0.0,0.09305905890605537
C00077,370.0,2.0,1811.8200000000002,0.44247221026371275,0.0,0.0,0.0,0.0,0.0,0.0,-1.1809962595061312
C00079,92.0,2.0,3145.3999999999996,0.28104215680040695,0.13632288421186495,0.0,0.0,0.0,0.5,0.5,-0.5104408287628751
C00080,135.0,9.0,17166.17,0.12351153460556429,0.24963984394888314,0.4638140016089785,0.013856323221778648,0.1111111111111111,0.3333333333333333,0.2222222222222222,-0.04105202724259586
C00081,270.0,2.0,7905.719999999999,0.07837489817499228,0.0758653228295462,0.7818731247754791,0.0,0.0,0.0,0.5,0.6965589465749858
C00082,105.0,4.0,4133.8099999999995,0.34483926450417407,0.0,0.0,0.12185368945355494,0.25,0.0,0.5,-0.3763297426142239
C00083,31.0,5.0,10641.39,0.03766801141580189,0.4084128107324325,0.46681495556501545,0.03964143781968333,0.0,0.4,0.4,-0.5104408287628751
C00084,146.0,5.0,10899.64,0.1525756813986517,0.37035993849338145,0.283755243292439,0.022490651067374703,0.4,0.0,0.4,0.8306700327236372
C00085,442.0,3.0,3896.8399999999997,0.20828414818160357,0.682996992434896,0.0,0.09084283676004147,0.0,0.0,0.3333333333333333,-1.583329517952085
C00086,266.0,2.0,4788.64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6445519149115264
C00087,360.0,2.0,7929.16,0.0,0.0,0.9566978090995767,0.04330219090042325,0.0,0.5,0.5,-0.5774963718372007
C00088,148.0,5.0,10150.17,0.024794658611629158,0.37506366888436343,0.4807958881476861,0.038562900916930445,0.0,0.0,0.4,-1.583329517952085
C00089,69.0,5.0,9277.97,0.0,0.5962812986030349,0.08099077707731325,0.17044245670119648,0.4,0.2,0.2,1.7694476357641957
C00090,3.0,3.0,3756.03,0.0,0.35118729083633515,0.0,0.0,0.0,0.6666666666666666,0.0,-0.9127740872088288
C00091,230.0,3.0,10533.02,0.0,0.0,0.8938632984652075,0.0020630360523382655,0.3333333333333333,0.0,0.0,1.4341699203925675
C00092,399.0,1.0,5317.9,0.04732507192688844,0.04678726564997462,0.905887662423137,0.0,0.0,1.0,0.0,-1.3821628887291082
C00093,88.0,2.0,7250.389999999999,0.048881508442994104,0.3822318523555285,0.450066823991537,0.0,1.0,0.0,0.0,-0.8457185441345032
C00094,208.0,1.0,1505.02,0.0,0.9088782873317299,0.0,0.09112171266827018,0.0,0.0,1.0,-0.6445519149115264
C00095,679.0,1.0,1505.02,0.0,0.9088782873317299,0.0,0.09112171266827018,1.0,0.0,0.0,-0.17516311339124707
C00096,70.0,3.0,4864.53,0.11295233044096759,0.3180985624510487,0.37105537431159846,0.02271134107508845,0.0,0.3333333333333333,0.0,0.9647811188722883
C00097,275.0,4.0,6133.62,0.054569732066870776,0.14970441598925266,0.47560331419292357,0.09421679204124156,0.0,0.25,0.25,-0.3763297426142239
C00098,89.0,2.0,2026.3300000000002,0.2833694413052168,0.7166305586947832,0.0,0.0,0.0,0.5,0.5,-0.04105202724259586
C00099,723.0,1.0,1505.02,0.0,0.9088782873317299,0.0,0.09112171266827018,0.0,0.0,0.0,1.1659477480952651
C00100,20.0,3.0,3339.41,0.2400663590274929,0.25634468364172114,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9647811188722883
C00101,182.0,3.0,10094.51,0.13436610593282883,0.0,0.7560931635116513,0.07195990691970189,0.3333333333333333,0.3333333333333333,0.0,-1.5162739748777594
C00102,150.0,2.0,4681.04,0.1712610872797498,0.0,0.4350657118930836,0.07634414574538992,0.5,0.5,0.0,1.2330032911695907
C00103,228.0,4.0,7413.32,0.044397112225022,0.44705206304327894,0.33667371703905946,0.05156663950834445,0.0,0.0,0.75,1.3000588342439163
C00104,376.0,3.0,6355.320000000001,0.0610748160596162,0.058656369781537356,0.6646526060056771,0.09815084055562899,0.3333333333333333,0.0,0.0,1.367114377318242
C00105,206.0,5.0,8298.17,0.2160175074745396,0.1984365227514018,0.2802304604509187,0.08367628043291472,0.6,0.0,0.2,1.7694476357641957
C00107,315.0,5.0,9757.32,0.09627541169091514,0.15494111087880688,0.4234584906511214,0.013844990222725093,0.0,0.2,0.0,0.16011460198038097
C00108,189.0,3.0,8437.89,0.14246097069291022,0.10435428762403871,0.693327360276088,0.0,0.0,0.6666666666666666,0.0,-0.9798296302831544
C00109,608.0,1.0,1655.03,0.2421950055286007,0.45263227856896854,0.0,0.0,0.0,1.0,0.0,-0.4433852856885495
C00110,14.0,2.0,3094.21,0.14483503058939115,0.3047401436877264,0.0,0.0,0.0,0.0,0.0,1.0988922050209395
C00111,27.0,4.0,5642.35,0.24123813659202284,0.12197400019495423,0.1331767791788882,0.05031591446826233,0.0,0.0,0.75,0.8977255757979627
C00112,130.0,1.0,1260.33,0.0,0.7120516055318845,0.0,0.10581355676687854,0.0,0.0,1.0,0.09305905890605537
C00113,295.0,2.0,2256.14,0.0,0.686872268564894,0.0,0.17710337124469228,0.0,0.0,0.0,-1.6503850610264106
C00114,126.0,4.0,6772.83,0.13804569138749975,0.08969367310267642,0.4186743207787586,0.01672417586149364,0.25,0.0,0.5,-1.4492184318034338
C00115,325.0,2.0,4212.76,0.1365446880429932,0.7231957196707147,0.0,0.032553480378659114,0.0,0.5,0.0,-0.5104408287628751
C00116,698.0,1.0,248.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1139407164318056
C00117,490.0,1.0,3145.36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.026003515831729752
C00119,241.0,2.0,2700.82,0.2784635777282455,0.5064684058915442,0.0,0.05077717137758162,0.5,0.0,0.0,-0.4433852856885495
C00121,165.0,3.0,4720.79,0.08951467868725362,0.744021657392089,0.0,0.058100445052628895,0.0,0.3333333333333333,0.0,-0.7786630010601776
C00122,615.0,1.0,905.9100000000001,0.44247221026371275,0.0,0.0,0.0,1.0,0.0,0.0,-1.04688517335748
C00123,128.0,3.0,7397.62,0.05309410323860918,0.08694823470251245,0.530438167951314,0.05014045057734786,0.3333333333333333,0.0,0.0,-0.5104408287628751
C00124,324.0,2.0,3955.1899999999996,0.06275299037467227,0.6916886420121411,0.0,0.1242215923887348,0.0,0.0,0.0,1.2330032911695907
C00125,128.0,5.0,9001.279999999999,0.04453144441679407,0.43770441537203597,0.3235239876995272,0.08497791425219525,0.4,0.6,0.0,-0.5104408287628751
C00126,26.0,4.0,9232.61,0.04341567552403925,0.18827395503546668,0.555638113166266,0.02307256561254076,0.0,0.25,0.25,-1.6503850610264106
C00127,65.0,3.0,9390.380000000001,0.05611700484964399,0.1134586672743808,0.658965877845199,0.0,0.0,0.3333333333333333,0.3333333333333333,1.367114377318242
C00128,249.0,1.0,939.64,0.0,0.4460325230939509,0.0,0.0,0.0,0.0,0.0,0.16011460198038097
C00129,204.0,3.0,3852.84,0.1260005606254088,0.8384049168924741,0.0,0.035594522482117086,0.3333333333333333,0.0,0.6666666666666666,-0.10810757031692148
C00131,148.0,4.0,7750.16,0.09896440847672823,0.5485615780835492,0.14768985414494668,0.017695118552391174,0.0,0.25,0.0,-0.3763297426142239
C00132,696.0,1.0,1910.55,0.04699693805448694,0.8812226845672713,0.0,0.07178037737824187,0.0,0.0,0.0,0.8977255757979627
C00134,327.0,1.0,659.4300000000001,0.0,0.5311405304581229,0.0,0.0,0.0,0.0,1.0,-1.04688517335748
C00135,131.0,5.0,8457.96,0.06450373376085959,0.3325222630516106,0.5047801124621067,0.016214311725286003,0.0,0.0,0.4,-1.04688517335748
C00136,209.0,6.0,15751.56,0.09814837387534948,0.2462746547008677,0.5308705931349023,0.025143541338127778,0.16666666666666666,0.3333333333333333,0.0,-0.3092741995398983
C00137,11.0,3.0,8664.27,0.0,0.15787596646918897,0.7101960118971361,0.015828223266357116,0.0,0.3333333333333333,0.0,-0.8457185441345032
C00138,253.0,1.0,1658.1399999999999,0.27050791851110284,0.5601276128674298,0.0,0.0,1.0,0.0,0.0,0.8977255757979627
C00139,75.0,5.0,9555.45,0.14050515674301053,0.2974490997284272,0.3224170499557844,0.03438351935283005,0.2,0.2,0.2,0.16011460198038097
C00140,35.0,3.0,7630.05,0.06332199657931468,0.41845728402828286,0.4884528934934896,0.01797366989731391,0.0,0.3333333333333333,0.3333333333333333,-0.711607457985852
C00141,483.0,1.0,905.9100000000001,0.44247221026371275,0.0,0.0,0.0,0.0,1.0,0.0,-1.4492184318034338
C00142,23.0,5.0,12356.06,0.0,0.24418787218579385,0.6703787453282033,0.04002165738916775,0.0,0.8,0.2,-0.04105202724259586
C00143,10.0,3.0,4147.64,0.0966429101850691,0.3849827853912104,0.0,0.010061143204328243,0.3333333333333333,0.0,0.0,0.9647811188722883
C00144,412.0,3.0,8325.4,0.07742811156220722,0.0,0.7682273524395224,0.00956110216926514,0.6666666666666666,0.3333333333333333,0.0,1.6353365496155445
C00145,27.0,2.0,5563.29,0.0,0.1900835656598883,0.6495724652139291,0.0,1.0,0.0,0.0,-0.9127740872088288
C00147,402.0,4.0,5554.99,0.07215854573995634,0.6518535586922749,0.0,0.07607754469404986,0.0,0.75,0.25,0.16011460198038097
C00148,146.0,2.0,2769.41,0.045540385858359726,0.11089004517207637,0.0,0.09143824858002246,0.0,0.5,0.0,-1.4492184318034338
C00149,401.0,3.0,8274.65,0.008901887088879892,0.3063718707135649,0.5930873209138755,0.016325766044485265,0.3333333333333333,0.0,0.0,0.49539231735200906
C00150,381.0,3.0,5761.87,0.1391353848663715,0.17160574605119516,0.43055292812923573,0.054499667642622956,0.0,0.0,0.3333333333333333,0.3612812312033578
C00151,125.0,6.0,14482.42,0.0,0.26682833393866495,0.43036246704625336,0.0797111256267944,0.16666666666666666,0.0,0.3333333333333333,0.4283367742776834
C00152,235.0,2.0,3081.37,0.15859504051769183,0.6329879242025463,0.0,0.04450617744704466,0.0,0.5,0.0,1.2330032911695907
C00153,200.0,2.0,2914.5699999999997,0.11632933846159124,0.3497908782427596,0.3995340650593398,0.0,0.0,0.5,0.0,0.6965589465749858
C00155,199.0,4.0,5797.89,0.16668477670324894,0.09609875316710043,0.5629910191466205,0.0,0.5,0.0,0.25,-0.10810757031692148
C00156,198.0,3.0,6334.5199999999995,0.1233147894394524,0.3384550052726963,0.33451153362843594,0.07033366379773053,0.3333333333333333,0.0,0.3333333333333333,0.49539231735200906
C00157,27.0,3.0,6634.710000000001,0.05587282639331636,0.3998260662485625,0.4961166350903054,0.03732190253982465,0.0,0.0,0.6666666666666666,-1.5162739748777594
C00158,478.0,3.0,6071.54,0.0910526818566624,0.6959766385463985,0.0,0.045174700323147014,0.3333333333333333,0.0,0.0,-0.10810757031692148
C00159,375.0,4.0,7989.03,0.09989573202253592,0.18184936093618376,0.47089821918305486,0.02395910392125202,0.5,0.25,0.0,0.2942256881290322
C00160,6.0,1.0,1822.12,0.21093561346124295,0.0,0.38393190349702544,0.0,0.0,0.0,0.0,-0.5104408287628751
C00161,319.0,3.0,4654.34,0.24833166463988451,0.6039030238444119,0.0,0.11754405565558165,0.0,0.6666666666666666,0.3333333333333333,-0.711607457985852
C00162,54.0,3.0,5475.2699999999995,0.02926065746529395,0.2874086574725995,0.5886650338704759,0.042485576053783655,0.0,0.3333333333333333,0.3333333333333333,-0.5774963718372007
C00163,105.0,5.0,9562.779999999999,0.022533196413595215,0.6903661905847464,0.0678003676755086,0.04302305396547866,0.2,0.2,0.0,-0.9127740872088288
C00164,85.0,5.0,9922.880000000001,0.12430262181947178,0.18956996355896677,0.37364353897255637,0.013820584346480053,0.4,0.0,0.6,0.09305905890605537
C00165,71.0,4.0,5533.389999999999,0.1900733546704642,0.36706431319679256,0.0,0.050166353718064334,0.25,0.25,0.0,-0.2422186564655727
C00166,429.0,1.0,905.9100000000001,0.44247221026371275,0.0,0.0,0.0,0.0,0.0,0.0,1.2330032911695907
C00167,193.0,4.0,9055.810000000001,0.09723481389295931,0.24811253769679353,0.41892663384059514,0.05701091343568382,0.25,0.25,0.25,0.16011460198038097
C00168,68.0,3.0,4663.65,0.25701328358689013,0.4019705595402743,0.0,0.03574882334652043,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.583329517952085
C00169,30.0,4.0,8575.91,0.10816228248663991,0.33417794729655514,0.39740272460881704,0.0,0.0,0.5,0.0,1.7023920926898701
C00170,270.0,3.0,3435.8900000000003,0.0896390745920271,0.38203784172368727,0.34362857949468695,0.0,0.0,1.0,0.0,0.2271701450547066
C00171,160.0,2.0,3449.46,0.079421126785062,0.3965490250647927,0.33758037489925957,0.18644947325088562,1.0,0.0,0.0,1.4341699203925675
C00172,89.0,2.0,4948.75,0.0,0.5227360444556707,0.0,0.06538822935084616,0.0,0.0,0.0,-0.8457185441345032
C00173,612.0,1.0,934.55,0.2667380022470708,0.0,0.0,0.0,0.0,1.0,0.0,0.7636144896493114
C00174,402.0,2.0,1995.51,0.0,0.8101638177708957,0.0,0.18983618222910434,0.5,0.0,0.5,-0.7786630010601776
C00175,443.0,5.0,10702.74,0.03924415616935476,0.2053446126879659,0.6464615603107242,0.012813541205336202,0.0,0.6,0.2,-1.2480518025804568
C00176,72.0,5.0,5960.51,0.06724927900464893,0.7086088270970101,0.0,0.07796312731628668,0.4,0.4,0.2,0.6965589465749858
C00177,270.0,4.0,7752.95,0.05170161035476819,0.4636802765398977,0.28800005159326447,0.03537750146718346,0.5,0.0,0.25,-0.711607457985852
C00178,0.0,2.0,5302.37,0.011425079728498766,0.0,0.6368378668406769,0.06142724856997908,0.0,0.0,1.0,0.3612812312033578
C00179,327.0,4.0,8815.52,0.11201834945641323,0.26221595549666954,0.426926602174347,0.01676361689384177,0.25,0.0,0.75,-1.04688517335748
C00180,40.0,1.0,460.04,0.25365185636031645,0.0,0.0,0.7463481436396835,0.0,0.0,1.0,1.4341699203925675
C00181,16.0,5.0,10876.43,0.10485885534132064,0.1581640299252604,0.40697361174576585,0.03264306394653392,0.0,0.6,0.0,-1.04688517335748
C00182,0.0,3.0,5902.780000000001,0.05980910689539506,0.42295833488627393,0.1301285157163235,0.1369625837317332,0.3333333333333333,0.0,0.3333333333333333,0.4283367742776834
C00183,41.0,5.0,7864.53,0.18595135373633265,0.5742135893689769,0.0937055361223112,0.055648589299042664,0.2,0.0,0.4,-0.7786630010601776
C00185,187.0,4.0,6620.41,0.20633163202883206,0.29461468398482876,0.36691232114023153,0.05585152581184549,0.25,0.5,0.25,-0.17516311339124707
C00186,105.0,1.0,1654.1299999999999,0.14740074842968812,0.7089890153736406,0.0,0.08920701516809441,0.0,1.0,0.0,-0.17516311339124707
C00187,68.0,3.0,9050.85,0.15606931945618366,0.09520431782650247,0.6481324958429319,0.039484689283326976,0.6666666666666666,0.0,0.3333333333333333,1.0988922050209395
C00188,563.0,2.0,3817.0299999999997,0.2014733968556705,0.3583623917024493,0.31890501253592457,0.12125919890595567,0.0,0.0,1.0,-0.6445519149115264
C00189,192.0,3.0,5115.88,0.11693198433114146,0.6474487282735326,0.0,0.08735545008874328,0.3333333333333333,0.3333333333333333,0.0,1.4341699203925675
C00190,71.0,4.0,3732.1499999999996,0.29351982101469665,0.0,0.0,0.2712806291279825,0.25,0.5,0.0,1.7023920926898701
C00191,299.0,1.0,1981.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3763297426142239
C00192,271.0,1.0,1359.1999999999998,0.055598881695114774,0.0,0.0,0.20384785167745734,0.0,0.0,0.0,1.2330032911695907
C00193,133.0,4.0,7892.65,0.04780270251436463,0.6312480599038346,0.1189118990453143,0.0769665448233483,0.25,0.75,0.0,-1.04688517335748
C00194,133.0,2.0,2999.2200000000003,0.13364808183461033,0.1420402638019218,0.2332506451677436,0.0,0.5,0.0,0.5,1.568281006541219
C00195,635.0,1.0,3023.05,0.0,0.9546352193976283,0.0,0.04536478060237178,0.0,0.0,0.0,1.4341699203925675
C00196,308.0,2.0,5049.629999999999,0.18362335458241494,0.029679402253234396,0.5663187203814932,0.08894116994710503,0.0,0.0,0.5,1.568281006541219
C00197,187.0,3.0,3838.54,0.25623283852714834,0.18185560134842935,0.5619115601244223,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.17516311339124707
C00199,44.0,4.0,6493.45,0.24622658217126492,0.5050165936443648,0.0,0.0648407241142998,0.25,0.25,0.0,-1.3151073456547826
C00200,587.0,3.0,3519.98,0.0962533878033398,0.06581571486201626,0.837930897334644,0.0,0.6666666666666666,0.0,0.0,-0.9127740872088288
C00201,612.0,2.0,3975.34,0.10083162698033375,0.6600441723223673,0.0,0.11207343271267362,0.0,0.0,1.0,0.6965589465749858
C00202,74.0,6.0,6593.870000000001,0.06078979415730065,0.35474615059138265,0.3332731764502485,0.07079150787018852,0.3333333333333333,0.5,0.0,-1.04688517335748
C00203,368.0,3.0,3061.5299999999997,0.29351664037262415,0.14005742226925755,0.0,0.04117222434534367,0.0,0.0,0.3333333333333333,-0.10810757031692148
